nombre_embalse	fecha	afluente
ANGOSTURA	2020-01-01	25,9099865819652
CHAPO	2020-01-01	20,52
INVERNADA	2020-01-01	18,50729
LAJA	2020-01-01	23,1664
MELADO	2020-01-01	0,45
PANGUE	2020-01-01	10,1372261602403
PEHUENCHE	2020-01-01	11,468857807779
POLCURA	2020-01-01	26,55909
RALCO	2020-01-01	133,0
RAPEL	2020-01-01	0,01
ANGOSTURA	2020-01-02	17,1332523018562
CHAPO	2020-01-02	19,47
COLBUN	2020-01-02	35,3997163626733
INVERNADA	2020-01-02	19,96185
LAJA	2020-01-02	31,7287
MELADO	2020-01-02	0,45
PANGUE	2020-01-02	10,8589199562638
PEHUENCHE	2020-01-02	5,71051184608399
POLCURA	2020-01-02	26,72333
RALCO	2020-01-02	134,0
RAPEL	2020-01-02	0,01
ANGOSTURA	2020-01-03	50,1103860614874
CHAPO	2020-01-03	10,51
COLBUN	2020-01-03	58,9276489210526
INVERNADA	2020-01-03	19,15053
LAJA	2020-01-03	32,49129
MELADO	2020-01-03	0,32
PANGUE	2020-01-03	9,08622930972015
PEHUENCHE	2020-01-03	40,9879216952217
POLCURA	2020-01-03	26,80568
RALCO	2020-01-03	131,0
RAPEL	2020-01-03	0,01
ANGOSTURA	2020-01-04	39,2211692237689
CHAPO	2020-01-04	10,26
COLBUN	2020-01-04	54,4908508789121
INVERNADA	2020-01-04	18,12632
LAJA	2020-01-04	17,73947
MELADO	2020-01-04	0,3
PANGUE	2020-01-04	13,1793213010458
PEHUENCHE	2020-01-04	30,0506831298734
POLCURA	2020-01-04	26,39174
RALCO	2020-01-04	121,0
RAPEL	2020-01-04	0,01
ANGOSTURA	2020-01-05	38,5339583691795
CHAPO	2020-01-05	20,02
INVERNADA	2020-01-05	20,49824
LAJA	2020-01-05	17,58644
MELADO	2020-01-05	0,17
PANGUE	2020-01-05	7,05585791222123
PEHUENCHE	2020-01-05	15,458769822209
POLCURA	2020-01-05	25,8215
RALCO	2020-01-05	116,0
RAPEL	2020-01-05	0,01
ANGOSTURA	2020-01-06	51,1169066077761
CHAPO	2020-01-06	29,75
COLBUN	2020-01-06	54,8497771047459
INVERNADA	2020-01-06	18,98011
LAJA	2020-01-06	26,26268
MELADO	2020-01-06	0,08
PANGUE	2020-01-06	18,953842959477
PEHUENCHE	2020-01-06	39,2487165652275
POLCURA	2020-01-06	25,34937
RALCO	2020-01-06	117,0
RAPEL	2020-01-06	0,01
ANGOSTURA	2020-01-07	39,9912139756607
CHAPO	2020-01-07	41,89
COLBUN	2020-01-07	40,6892293400861
INVERNADA	2020-01-07	16,07349
LAJA	2020-01-07	34,39608
MELADO	2020-01-07	0,04
PANGUE	2020-01-07	4,36730531649735
PEHUENCHE	2020-01-07	12,7445536860236
POLCURA	2020-01-07	24,13351
RALCO	2020-01-07	112,0
RAPEL	2020-01-07	0,01
ANGOSTURA	2020-01-08	54,3726937083871
CHAPO	2020-01-08	256,66
COLBUN	2020-01-08	61,1414887961252
INVERNADA	2020-01-08	19,49134
LAJA	2020-01-08	26,21929
MELADO	2020-01-08	0,02
PANGUE	2020-01-08	10,6594797209078
PEHUENCHE	2020-01-08	31,3953614176979
POLCURA	2020-01-08	29,55763
RALCO	2020-01-08	127,0
RAPEL	2020-01-08	0,02
ANGOSTURA	2020-01-09	84,4374768980431
CHAPO	2020-01-09	153,76
COLBUN	2020-01-09	53,5967966978099
INVERNADA	2020-01-09	17,92613
LAJA	2020-01-09	43,45734
MELADO	2020-01-09	0,02
PANGUE	2020-01-09	8,10516807391571
PEHUENCHE	2020-01-09	29,0743143120868
POLCURA	2020-01-09	28,05988
RALCO	2020-01-09	165,0
RAPEL	2020-01-09	0,02
ANGOSTURA	2020-01-10	48,0521812625097
CHAPO	2020-01-10	99,46
COLBUN	2020-01-10	53,9494496747616
INVERNADA	2020-01-10	13,79516
LAJA	2020-01-10	43,35177
MELADO	2020-01-10	0,02
PANGUE	2020-01-10	7,34164845961706
PEHUENCHE	2020-01-10	25,8095204639654
POLCURA	2020-01-10	24,9784
RALCO	2020-01-10	121,0
RAPEL	2020-01-10	0,01
ANGOSTURA	2020-01-11	31,831631089348
CHAPO	2020-01-11	43,25
COLBUN	2020-01-11	47,4902775968135
INVERNADA	2020-01-11	13,83355
LAJA	2020-01-11	0,0
MELADO	2020-01-11	0,02
PANGUE	2020-01-11	4,99532991274961
PEHUENCHE	2020-01-11	18,7848551739121
POLCURA	2020-01-11	23,82618
RALCO	2020-01-11	120,0
