nombre_embalse	fecha	afluente
ANGOSTURA	2019-01-01	53,3966610368767
CHAPO	2019-01-01	24,88
COLBUN	2019-01-01	144,315242739329
INVERNADA	2019-01-01	41,25985
LAJA	2019-01-01	19,6698
MELADO	2019-01-01	22,06
PANGUE	2019-01-01	14,6629023017034
PEHUENCHE	2019-01-01	120,809100249383
POLCURA	2019-01-01	35,73225
RALCO	2019-01-01	118,0
RAPEL	2019-01-01	17,36111
ANGOSTURA	2019-01-02	18,8567283004959
CHAPO	2019-01-02	21,84
COLBUN	2019-01-02	110,891726179326
INVERNADA	2019-01-02	42,29876
LAJA	2019-01-02	39,96337
MELADO	2019-01-02	21,32
PANGUE	2019-01-02	16,1917428528677
PEHUENCHE	2019-01-02	75,9380884827948
POLCURA	2019-01-02	33,31749
RALCO	2019-01-02	120,0
RAPEL	2019-01-02	34,72222
ANGOSTURA	2019-01-03	47,9298843242697
CHAPO	2019-01-03	13,2
COLBUN	2019-01-03	109,112747378784
INVERNADA	2019-01-03	31,87999
LAJA	2019-01-03	42,21355
MELADO	2019-01-03	19,18
PANGUE	2019-01-03	13,5828200281315
PEHUENCHE	2019-01-03	72,8732026892682
POLCURA	2019-01-03	32,63891
RALCO	2019-01-03	130,0
RAPEL	2019-01-03	36,12167
ANGOSTURA	2019-01-04	54,3500387289851
CHAPO	2019-01-04	9,43
COLBUN	2019-01-04	99,9604199188956
INVERNADA	2019-01-04	37,94463
LAJA	2019-01-04	29,46632
MELADO	2019-01-04	18,06
PANGUE	2019-01-04	23,6544928043596
PEHUENCHE	2019-01-04	66,6171091925508
POLCURA	2019-01-04	33,12413
RALCO	2019-01-04	116,0
RAPEL	2019-01-04	9,027778
ANGOSTURA	2019-01-05	38,3255275585431
CHAPO	2019-01-05	14,31
COLBUN	2019-01-05	141,364848860773
INVERNADA	2019-01-05	38,42759
LAJA	2019-01-05	24,36824
MELADO	2019-01-05	17,1
PANGUE	2019-01-05	11,5448800145257
PEHUENCHE	2019-01-05	108,035853186464
POLCURA	2019-01-05	32,73315
RALCO	2019-01-05	116,0
RAPEL	2019-01-05	9,027778
ANGOSTURA	2019-01-06	44,4090838556261
CHAPO	2019-01-06	5,37
COLBUN	2019-01-06	132,497200400278
INVERNADA	2019-01-06	37,78788
LAJA	2019-01-06	24,53615
MELADO	2019-01-06	16,34
PANGUE	2019-01-06	16,9296378218742
PEHUENCHE	2019-01-06	97,8716117010428
POLCURA	2019-01-06	32,28215
RALCO	2019-01-06	116,0
RAPEL	2019-01-06	9,027778
ANGOSTURA	2019-01-07	42,6693988221072
CHAPO	2019-01-07	31,55
COLBUN	2019-01-07	95,9478166882678
INVERNADA	2019-01-07	39,60588
LAJA	2019-01-07	24,71295
MELADO	2019-01-07	15,9
PANGUE	2019-01-07	20,5883109972039
PEHUENCHE	2019-01-07	66,5132487144212
POLCURA	2019-01-07	31,98114
RALCO	2019-01-07	121,0
RAPEL	2019-01-07	9,027778
ANGOSTURA	2019-01-08	83,1006560927034
CHAPO	2019-01-08	41,4
COLBUN	2019-01-08	119,014235341501
INVERNADA	2019-01-08	35,40591
LAJA	2019-01-08	76,70535
MELADO	2019-01-08	17,18
PANGUE	2019-01-08	32,1351884514956
PEHUENCHE	2019-01-08	78,1620750895042
POLCURA	2019-01-08	36,70873
RALCO	2019-01-08	157,0
RAPEL	2019-01-08	27,02083
ANGOSTURA	2019-01-09	188,002353925056
CHAPO	2019-01-09	69,0
COLBUN	2019-01-09	114,810454633086
INVERNADA	2019-01-09	35,94536
LAJA	2019-01-09	33,39827
MELADO	2019-01-09	18,98
PANGUE	2019-01-09	27,7284107879818
PEHUENCHE	2019-01-09	84,9216365156246
POLCURA	2019-01-09	46,66442
RALCO	2019-01-09	209,0
RAPEL	2019-01-09	9,006944
ANGOSTURA	2019-01-10	91,5944532501341
CHAPO	2019-01-10	43,1
COLBUN	2019-01-10	108,224837976678
INVERNADA	2019-01-10	34,38022
LAJA	2019-01-10	53,58768
MELADO	2019-01-10	16,17
PANGUE	2019-01-10	20,8578011386129
PEHUENCHE	2019-01-10	69,0197584081288
POLCURA	2019-01-10	36,40391
RALCO	2019-01-10	173,0
RAPEL	2019-01-10	9,006945
ANGOSTURA	2019-01-11	73,4643339792615
CHAPO	2019-01-11	16,5
COLBUN	2019-01-11	95,4327612831795
INVERNADA	2019-01-11	29,84573
LAJA	2019-01-11	62,80281
MELADO	2019-01-11	12,47
PANGUE	2019-01-11	18,5641641971055
PEHUENCHE	2019-01-11	59,5316069960084
POLCURA	2019-01-11	34,46391
RALCO	2019-01-11	145,0
RAPEL	2019-01-11	0,0
ANGOSTURA	2019-01-12	67,7839357817516
CHAPO	2019-01-12	42,6
COLBUN	2019-01-12	87,8941004500157
INVERNADA	2019-01-12	28,8899
LAJA	2019-01-12	43,71179
MELADO	2019-01-12	10,67
PANGUE	2019-01-12	15,3702434034265
PEHUENCHE	2019-01-12	47,7535556640002
POLCURA	2019-01-12	32,89391
RALCO	2019-01-12	131,0
RAPEL	2019-01-12	0,0001
ANGOSTURA	2019-01-13	46,4345243335547
CHAPO	2019-01-13	21,0
COLBUN	2019-01-13	106,28492632524
INVERNADA	2019-01-13	29,4837
LAJA	2019-01-13	14,76354
MELADO	2019-01-13	10,44
PANGUE	2019-01-13	17,1404150426049
PEHUENCHE	2019-01-13	66,7968196130111
POLCURA	2019-01-13	31,84529
RALCO	2019-01-13	131,0
RAPEL	2019-01-13	0,0
ANGOSTURA	2019-01-14	55,3476322834619
CHAPO	2019-01-14	16,9
COLBUN	2019-01-14	107,233988096161
INVERNADA	2019-01-14	32,26611
LAJA	2019-01-14	33,53716
MELADO	2019-01-14	9,51
PANGUE	2019-01-14	20,7803360563467
PEHUENCHE	2019-01-14	61,9686181346021
POLCURA	2019-01-14	30,75234
RALCO	2019-01-14	131,0
RAPEL	2019-01-14	0,01
ANGOSTURA	2019-01-15	43,199726322661
CHAPO	2019-01-15	26,65
COLBUN	2019-01-15	95,0982796063255
INVERNADA	2019-01-15	34,50415
LAJA	2019-01-15	30,90466
MELADO	2019-01-15	8,87
PANGUE	2019-01-15	20,7590014378328
PEHUENCHE	2019-01-15	64,7108385461975
POLCURA	2019-01-15	30,91939
RALCO	2019-01-15	123,0
RAPEL	2019-01-15	0,01
ANGOSTURA	2019-01-16	44,5561499864023
CHAPO	2019-01-16	23,8
COLBUN	2019-01-16	104,723190361224
INVERNADA	2019-01-16	29,44679
LAJA	2019-01-16	26,49408
MELADO	2019-01-16	8,14
PANGUE	2019-01-16	18,9082860699328
PEHUENCHE	2019-01-16	64,9647437258278
POLCURA	2019-01-16	28,66021
RALCO	2019-01-16	128,0
RAPEL	2019-01-16	0,02
ANGOSTURA	2019-01-17	18,6139832437283
CHAPO	2019-01-17	12,58
COLBUN	2019-01-17	88,2095425519892
INVERNADA	2019-01-17	31,64128
LAJA	2019-01-17	18,91691
MELADO	2019-01-17	7,11
PANGUE	2019-01-17	18,6445882191328
PEHUENCHE	2019-01-17	54,8506396740074
POLCURA	2019-01-17	30,5248
RALCO	2019-01-17	122,0
RAPEL	2019-01-17	0,01
ANGOSTURA	2019-01-18	50,815785795238
CHAPO	2019-01-18	14,4
COLBUN	2019-01-18	53,4984607883033
INVERNADA	2019-01-18	27,53
LAJA	2019-01-18	41,99
MELADO	2019-01-18	6,46
PANGUE	2019-01-18	20,2364411240053
PEHUENCHE	2019-01-18	10,1165901965809
POLCURA	2019-01-18	29,79
RALCO	2019-01-18	110,0
RAPEL	2019-01-18	0,0
ANGOSTURA	2019-01-19	31,0611015699658
CHAPO	2019-01-19	7,25
COLBUN	2019-01-19	103,205052774988
INVERNADA	2019-01-19	31,93105
LAJA	2019-01-19	21,89835
MELADO	2019-01-19	6,01
PANGUE	2019-01-19	12,5270704154922
PEHUENCHE	2019-01-19	72,5521316647113
POLCURA	2019-01-19	29,65014
RALCO	2019-01-19	110,0
RAPEL	2019-01-19	0,0
ANGOSTURA	2019-01-20	23,6273863761239
CHAPO	2019-01-20	13,45
COLBUN	2019-01-20	120,105673323401
INVERNADA	2019-01-20	24,76386
LAJA	2019-01-20	21,91704
MELADO	2019-01-20	5,8
PANGUE	2019-01-20	10,1247285726031
PEHUENCHE	2019-01-20	80,0533595974867
POLCURA	2019-01-20	29,91655
RALCO	2019-01-20	106,0
RAPEL	2019-01-20	0,01
ANGOSTURA	2019-01-21	20,9061743536259
CHAPO	2019-01-21	6,39
COLBUN	2019-01-21	43,5611889376444
INVERNADA	2019-01-21	31,90476
LAJA	2019-01-21	30,41429
MELADO	2019-01-21	5,1
PANGUE	2019-01-21	19,5268598967731
PEHUENCHE	2019-01-21	8,4473418097658
POLCURA	2019-01-21	29,46105
RALCO	2019-01-21	108,0
RAPEL	2019-01-21	0,01
ANGOSTURA	2019-01-22	29,1944429834828
CHAPO	2019-01-22	9,1
COLBUN	2019-01-22	91,7587355422894
INVERNADA	2019-01-22	31,06406
LAJA	2019-01-22	30,20091
MELADO	2019-01-22	4,77
PANGUE	2019-01-22	15,5104311325524
PEHUENCHE	2019-01-22	60,2532282787425
POLCURA	2019-01-22	28,51365
RALCO	2019-01-22	102,0
RAPEL	2019-01-22	0,01
ANGOSTURA	2019-01-23	20,8110460331742
CHAPO	2019-01-23	4,7
COLBUN	2019-01-23	80,8648928626677
INVERNADA	2019-01-23	22,50477
LAJA	2019-01-23	22,31136
MELADO	2019-01-23	20,82
PANGUE	2019-01-23	19,3700800232506
PEHUENCHE	2019-01-23	55,8804148294077
POLCURA	2019-01-23	29,26811
RALCO	2019-01-23	99,0
RAPEL	2019-01-23	0,47
ANGOSTURA	2019-01-24	28,5744476297888
CHAPO	2019-01-24	12,9
COLBUN	2019-01-24	76,8654160488444
INVERNADA	2019-01-24	31,70891
LAJA	2019-01-24	27,09984
MELADO	2019-01-24	13,7
PANGUE	2019-01-24	16,1847626893075
PEHUENCHE	2019-01-24	51,2214901686147
POLCURA	2019-01-24	28,99443
RALCO	2019-01-24	103,0
RAPEL	2019-01-24	0,76
ANGOSTURA	2019-01-25	15,2233243303626
CHAPO	2019-01-25	1,5
COLBUN	2019-01-25	78,8375352646405
INVERNADA	2019-01-25	24,17
LAJA	2019-01-25	18,19
MELADO	2019-01-25	3,41
PANGUE	2019-01-25	12,6562605503017
PEHUENCHE	2019-01-25	44,3195540312246
POLCURA	2019-01-25	27,74
RALCO	2019-01-25	98,0
RAPEL	2019-01-25	0,75
ANGOSTURA	2019-01-26	22,1822896265703
CHAPO	2019-01-26	8,0
COLBUN	2019-01-26	69,7525835086045
INVERNADA	2019-01-26	28,99
LAJA	2019-01-26	27,27
MELADO	2019-01-26	3,79
PANGUE	2019-01-26	12,8184641867977
PEHUENCHE	2019-01-26	34,4236810350677
POLCURA	2019-01-26	28,33
RALCO	2019-01-26	96,0
RAPEL	2019-01-26	0,01
ANGOSTURA	2019-01-27	22,5984115785982
CHAPO	2019-01-27	8,7
COLBUN	2019-01-27	111,0619222352
INVERNADA	2019-01-27	25,70928
LAJA	2019-01-27	26,7003
MELADO	2019-01-27	3,21
PANGUE	2019-01-27	13,4475496824002
PEHUENCHE	2019-01-27	75,9485262069649
POLCURA	2019-01-27	27,32701
RALCO	2019-01-27	98,0
RAPEL	2019-01-27	0,02
ANGOSTURA	2019-01-28	23,876675388928
CHAPO	2019-01-28	9,3
COLBUN	2019-01-28	41,1825228196759
INVERNADA	2019-01-28	25,83005
LAJA	2019-01-28	28,13806
MELADO	2019-01-28	3,01
PANGUE	2019-01-28	8,51083397834086
PEHUENCHE	2019-01-28	4,52886396136927
POLCURA	2019-01-28	28,11323
RALCO	2019-01-28	91,0
RAPEL	2019-01-28	0,48
ANGOSTURA	2019-01-29	31,7371994079805
CHAPO	2019-01-29	5,7
COLBUN	2019-01-29	79,1631069795352
INVERNADA	2019-01-29	27,17442
LAJA	2019-01-29	17,07928
MELADO	2019-01-29	2,76
PANGUE	2019-01-29	9,45937706613685
PEHUENCHE	2019-01-29	46,3817886103732
POLCURA	2019-01-29	27,44317
RALCO	2019-01-29	94,0
RAPEL	2019-01-29	0,46
ANGOSTURA	2019-01-30	25,5769533638803
CHAPO	2019-01-30	7,3
COLBUN	2019-01-30	76,0464216530984
INVERNADA	2019-01-30	27,65732
LAJA	2019-01-30	14,08616
MELADO	2019-01-30	2,47
PANGUE	2019-01-30	10,309322646105
PEHUENCHE	2019-01-30	39,4279810271726
POLCURA	2019-01-30	28,23682
RALCO	2019-01-30	93,0
RAPEL	2019-01-30	0,45
ANGOSTURA	2019-01-31	21,0049643259664
CHAPO	2019-01-31	2,8
COLBUN	2019-01-31	75,8124395893878
INVERNADA	2019-01-31	28,20118
LAJA	2019-01-31	32,70654
MELADO	2019-01-31	2,0
PANGUE	2019-01-31	7,23327963860515
PEHUENCHE	2019-01-31	39,5939579445787
POLCURA	2019-01-31	25,76857
RALCO	2019-01-31	90,0
RAPEL	2019-01-31	0,47
ANGOSTURA	2019-02-01	22,8363985006849
CHAPO	2019-02-01	4,0
COLBUN	2019-02-01	68,0899895326361
INVERNADA	2019-02-01	28,52948
LAJA	2019-02-01	23,98042
MELADO	2019-02-01	2,0
PANGUE	2019-02-01	6,9481749545259
PEHUENCHE	2019-02-01	27,9840755278687
POLCURA	2019-02-01	26,55841
RALCO	2019-02-01	88,0
RAPEL	2019-02-01	0,467
ANGOSTURA	2019-02-02	14,0998573260498
CHAPO	2019-02-02	2,9
COLBUN	2019-02-02	98,5498174777692
INVERNADA	2019-02-02	18,03047
LAJA	2019-02-02	3,527448
MELADO	2019-02-02	2,0
PANGUE	2019-02-02	4,46633542349777
PEHUENCHE	2019-02-02	34,7595699682113
POLCURA	2019-02-02	25,40196
RALCO	2019-02-02	90,0
RAPEL	2019-02-02	0,503
ANGOSTURA	2019-02-03	11,1915459608183
CHAPO	2019-02-03	10,0
COLBUN	2019-02-03	89,5923279643185
INVERNADA	2019-02-03	23,02037
LAJA	2019-02-03	37,72504
MELADO	2019-02-03	2,0
PANGUE	2019-02-03	12,4055673400754
PEHUENCHE	2019-02-03	35,0599314997677
POLCURA	2019-02-03	27,18175
RALCO	2019-02-03	86,0
RAPEL	2019-02-03	0,5
ANGOSTURA	2019-02-04	14,5304841664178
CHAPO	2019-02-04	4,8
COLBUN	2019-02-04	50,7531309980051
INVERNADA	2019-02-04	27,20261
LAJA	2019-02-04	20,71062
MELADO	2019-02-04	2,0
PANGUE	2019-02-04	15,4143269913949
PEHUENCHE	2019-02-04	10,5985769564264
POLCURA	2019-02-04	27,60778
RALCO	2019-02-04	84,0
RAPEL	2019-02-04	0,537
ANGOSTURA	2019-02-05	6,4853193441983
CHAPO	2019-02-05	8,8
COLBUN	2019-02-05	56,1799351307787
INVERNADA	2019-02-05	23,93206
LAJA	2019-02-05	20,72615
MELADO	2019-02-05	16,68
PANGUE	2019-02-05	14,018873976795
PEHUENCHE	2019-02-05	30,1607028186734
POLCURA	2019-02-05	26,36752
RALCO	2019-02-05	87,0
RAPEL	2019-02-05	0,46
ANGOSTURA	2019-02-06	25,4914883444713
CHAPO	2019-02-06	5,3
COLBUN	2019-02-06	60,6579820302735
INVERNADA	2019-02-06	23,57105
LAJA	2019-02-06	38,05743
MELADO	2019-02-06	8,34
PANGUE	2019-02-06	10,3174094816817
PEHUENCHE	2019-02-06	38,5682641474375
POLCURA	2019-02-06	26,45351
RALCO	2019-02-06	86,0
RAPEL	2019-02-06	0,49
ANGOSTURA	2019-02-07	16,5730797834229
CHAPO	2019-02-07	0,8
COLBUN	2019-02-07	67,6237600922006
INVERNADA	2019-02-07	27,72869
LAJA	2019-02-07	16,10916
MELADO	2019-02-07	0,72
PANGUE	2019-02-07	12,9166777370514
PEHUENCHE	2019-02-07	36,4311385992468
POLCURA	2019-02-07	24,66134
RALCO	2019-02-07	83,0
RAPEL	2019-02-07	0,35
ANGOSTURA	2019-02-08	15,8623251003981
CHAPO	2019-02-08	0,0
COLBUN	2019-02-08	62,9625067707515
INVERNADA	2019-02-08	25,31322
LAJA	2019-02-08	20,70615
MELADO	2019-02-08	0,68
PANGUE	2019-02-08	11,5009116920959
PEHUENCHE	2019-02-08	36,042458562925
POLCURA	2019-02-08	25,23285
RALCO	2019-02-08	77,0
RAPEL	2019-02-08	0,08
ANGOSTURA	2019-02-09	18,2393195297951
CHAPO	2019-02-09	0,0
COLBUN	2019-02-09	106,144123034137
INVERNADA	2019-02-09	25,68121
LAJA	2019-02-09	12,38016
MELADO	2019-02-09	0,66
PANGUE	2019-02-09	8,57101419889578
PEHUENCHE	2019-02-09	58,2488576207509
POLCURA	2019-02-09	23,90433
RALCO	2019-02-09	79,0
RAPEL	2019-02-09	0,09
ANGOSTURA	2019-02-10	15,8049605721478
CHAPO	2019-02-10	10,5
INVERNADA	2019-02-10	23,85978
LAJA	2019-02-10	20,69055
MELADO	2019-02-10	0,58
PANGUE	2019-02-10	10,6363032843022
PEHUENCHE	2019-02-10	43,844362062953
POLCURA	2019-02-10	24,92577
RALCO	2019-02-10	70,0
RAPEL	2019-02-10	0,2
ANGOSTURA	2019-02-11	21,1961139962481
CHAPO	2019-02-11	6,6
COLBUN	2019-02-11	48,1404240081359
INVERNADA	2019-02-11	24,96169
LAJA	2019-02-11	21,39838
MELADO	2019-02-11	0,56
PANGUE	2019-02-11	7,80028815557499
PEHUENCHE	2019-02-11	13,8326783560682
POLCURA	2019-02-11	26,00534
RALCO	2019-02-11	83,0
RAPEL	2019-02-11	0,38
ANGOSTURA	2019-02-12	2,2216249846073
CHAPO	2019-02-12	5,26
COLBUN	2019-02-12	37,2145516307223
INVERNADA	2019-02-12	17,91755
LAJA	2019-02-12	20,96273
MELADO	2019-02-12	0,5
PANGUE	2019-02-12	9,17842795221078
PEHUENCHE	2019-02-12	2,82772735920856
POLCURA	2019-02-12	23,88489
RALCO	2019-02-12	79,0
RAPEL	2019-02-12	0,02
ANGOSTURA	2019-02-13	6,94497007597741
CHAPO	2019-02-13	0,0
COLBUN	2019-02-13	56,9683648388357
INVERNADA	2019-02-13	23,33612
LAJA	2019-02-13	22,23822
MELADO	2019-02-13	0,5
PANGUE	2019-02-13	10,0702684803605
PEHUENCHE	2019-02-13	16,6655720327558
POLCURA	2019-02-13	23,9544
RALCO	2019-02-13	72,0
RAPEL	2019-02-13	0,02
ANGOSTURA	2019-02-14	10,98923268955
CHAPO	2019-02-14	9,71
COLBUN	2019-02-14	54,9429126200963
INVERNADA	2019-02-14	19,47951
LAJA	2019-02-14	11,401
MELADO	2019-02-14	0,44
PANGUE	2019-02-14	15,0613030676921
PEHUENCHE	2019-02-14	22,8909203537579
POLCURA	2019-02-14	23,99758
RALCO	2019-02-14	79,0
RAPEL	2019-02-14	0,02
